AED모델명,우편번호(앞자리),우편번호(뒤자리),관리책임자명,관리자연락처,설치기관주소,설치기관전화번호,설치위치,제조사,설치기관명,경도,위도
CU-SP1 Plus,65,77,김**,02-*******,"서울특별시 서초구 서래로 28, 3층 (반포동)",02-2155-8915,서래글로벌빌리지센터,(주)씨유메디컬,서래글로벌빌리지센터,126.998499,37.49744813
I-PAD CU-SP1 Plus,11,81,한**,02-******,"서울특별시 강북구 삼양로 239-1, 삼양파출소 (미아동)",02-944-4105,파출소 내 우측 벽면,씨유메디칼,삼양파출소,127.0181776,37.624832
CU-SP1 PLUS,77,81,최**,02-*******,"서울특별시 강서구 강서로5길 50, 곰달래복지문화센터및공영주차장 (화곡동)",02-2065-3785,6층 로비,씨유메디칼,강서구립곰달래도서관,126.8488982,37.52905997
CU-SP1 PLUS,76,41,염**,02-*******,"서울특별시 강서구 수명로2길 46, 발산지구대 (내발산동)",02-2662-0330,지구대 입구,씨유메디칼,발산지구대,126.8260427,37.54940632
CU-SP1 PLUS,76,20,김**,02-*******,"서울특별시 강서구 방화동로 5, 공항지구대 (방화동)",02-2662-0372,지구대 안,씨유메디칼,공항지구대,126.8082785,37.56236965
CU-SP1 PLUS,55,72,김**,02-*******,"서울특별시 송파구 올림픽로4길 17, 아시아선수촌아파트 (잠실동)",221474759,출입구 안쪽,(주)씨유메디칼,잠실7동주민센터,127.0767085,37.50849161
i-PAD CU-SP1 Plus,41,66,오**,02-******,"서울특별시 마포구 토정로37길 23-1, 1층 (용강동)",02-715-2218,카운터 옆 벽면,씨유메디칼시스템,CU마포대운점,126.9451973,37.54143456
i-PAD CU-SP1 Plus,40,52,이**,010********,서울특별시 마포구 와우산로29길 70 (서교동),010-4549-8234,시식대 위,씨유메디칼시스템,CU홍대서교점,126.9265961,37.55636572
I-PAD CU-SP1 Plus,11,74,황**,02-*******,"서울특별시 강북구 도봉로29길 52, 학교법인성암학원 (미아동)",02-2179-1849,본관 중앙현관,씨유메디칼시스템,성암국제무역고등학교,127.0247217,37.62092359
I-PAD CU-SP1 Plus,11,3,이**,02-******,"서울특별시 강북구 삼양로 299, 수유1동 주민센터,수유문화정보도서관 (수유동)",02-944-3172,4층 입구,씨유메디칼시스템,수유문화정보도서관,127.0175594,37.6300516
I-PAD CU-SP1 Plus,10,85,강**,02-******,"서울특별시 강북구 삼양로99길 36, 서울우이초등학교 (수유동)",02-991-8722,별관 1층 입구,씨유메디칼시스템,우이초등학교,127.0149074,37.63878504
CU-SP1 Plus,28,12,고**,010********,서울특별시 성북구 북악산로 537-14 (정릉동),010-8662-1293,1층 로비 데스크 앞,(주)씨유메디칼시스템,북악골프연습장,126.9980352,37.60258437
I-PAD CU-SP1 Plus,11,81,권**,02-******,"서울특별시 강북구 삼양로49길 17, 삼양초등학교 (미아동)",29878321,보건실 내,씨유메디칼시스템,서울삼양초등학교,127.0159777,37.62370465
CU-SP1 Plus,27,9,박**,010********,"서울특별시 성북구 보국문로11길 18-19, 정릉시장 고객편의시설 (정릉동)",070-4126-0098,고객센터 입구,(주)씨유메디칼시스템,정릉시장고객편의시설,127.0090558,37.60946265
CU-SP1 Plus,88,0,관**,888****,"서울특별시 관악구 낙성대로15길 66 (봉천동, 인헌아파트)",888-1217,경비실,(주)씨유메디칼시스템,인헌아파트,126.961769,37.46803483
i-PAD CU-SPR,47,50,문**,010********,"서울특별시 성동구 왕십리광장로 17, 이마트 왕십리점 (행당동)",02-6438-1205,2층 고객만족센터,(주)씨유메디컬시스템,이마트 왕십리점,127.0383942,37.56144175
CU-SP1 Plus,88,6,한**,611*****,"서울특별시 관악구 과천대로 955, 사당역  2호선 (남현동)",6110-2261,다게이트 안쪽,(주)씨유메디칼시스템,사당(2)역,126.9811633,37.47594164
CU-SP1 Plus,88,6,한**,611*****,"서울특별시 관악구 과천대로 955, 사당역 2호선 (남현동)",6110-2261,라게이트 안쪽,(주)씨유메디칼시스템,사당(2)역,126.9811633,37.47594164
CU-SP1 Plus,88,7,윤**,611*****,"서울특별시 관악구 과천대로 949, 사당역 4호선 (남현동)",6110-4331,지하1층 나 안내부스 옆,(주)씨유메디칼시스템,사당(4)역,126.9816854,37.47585045
CU-SP1 Plus,88,7,윤**,611*****,"서울특별시 관악구 과천대로 949, 사당역 4호선 (남현동)",6110-4331,4번 출구 통로,(주)씨유메디칼시스템,사당(4)역,126.9813148,37.47533547
CU-SP1 Plus,88,7,윤**,611*****,"서울특별시 관악구 과천대로 949, 사당역 4호선 (남현동)",6110-4331,지하 2층 외선환승통로,(주)씨유메디칼시스템,사당(4)역,126.9816626,37.47639106
CU-SP1 Plus,28,40,강**,010********,서울특별시 성북구 동소문로28길 36 (동선동3가),02-6906-3101,미인도 실내,(주)씨유메디칼시스템,미아리고개하부공간미인도,127.0206163,37.59548981
CU-SP1 Plus,13,18,김**,02-******,"서울특별시 도봉구 마들로 859-44, 서울누원초등학교 (도봉동)",02-955-5162,1층 중앙현관,씨유메디칼,서울누원초등학교,127.0492672,37.68723271
HeartOn A15-G4,41,29,유**,02-******,"서울특별시 마포구 마포대로 195 (아현동, 마포 래미안 푸르지오)",02-362-9804,2단지 3초소(203동),메디아나,마포래미안푸르지오아파트,126.9554502,37.55400105
HeartOn A15-G4,41,29,유**,02-******,"서울특별시 마포구 마포대로 195 (아현동, 마포 래미안 푸르지오)",02-362-9804,2단지 4초소(207동),메디아나,마포래미안푸르지오아파트,126.9541721,37.55271664
HeartOn A15-G4,41,29,유**,02-******,"서울특별시 마포구 마포대로 195 (아현동, 마포 래미안 푸르지오)",02-362-9804,3단지 5초소(306동),메디아나,마포래미안푸르지오아파트,126.9522019,37.55440072
HeartOn A15-G4,41,29,유**,02-******,"서울특별시 마포구 마포대로 195 (아현동, 마포 래미안 푸르지오)",02-362-9804,3단지 6초소(309동),메디아나,마포래미안푸르지오아파트,126.951416,37.55337101
HeartOn A15-G4,41,29,유**,02-******,"서울특별시 마포구 마포대로 195 (아현동, 마포 래미안 푸르지오)",02-362-9804,4단지 7초소(404동),메디아나,마포래미안푸르지오아파트,126.9528303,37.5538829
HeartOn A15-G4,41,29,유**,02-******,"서울특별시 마포구 마포대로 195 (아현동, 마포 래미안 푸르지오)",02-362-9804,4단지 8초소(410동),메디아나,마포래미안푸르지오아파트,126.9537818,37.55245519
CU-SP1 Plus,82,37,최**,02-*******,"서울특별시 구로구 경인로33길 51, 개봉1동 주민센터 (개봉동)",02-2620-7155,민원실,씨유메디칼시스템,개봉1동주민센터,126.8511388,37.50024126
NT-381.O,83,50,한**,010********,"서울특별시 구로구 오류로 30 (천왕동, 천왕연지타운1단지)",02-2613-9880,후문경비실,나눔테크,천왕연지타운1단지,126.8399921,37.48636795
CU-SP1 Plus,82,42,강**,02-*******,"서울특별시 구로구 고척로27바길 19, 오류중학교 (고척동)",02-2612-2602,1층 중앙현관,씨유메디칼시스템,오류중학교,126.846524,37.50772919
HR-503,61,31,김**,010********,"서울특별시 강남구 논현로 525, 한국문화콘텐츠진흥원 (역삼동)",02-2016-4192,1층복도,라디안,한국콘텐츠진흥원역삼분원,127.0353794,37.50325469
HR-503,61,31,김**,010********,"서울특별시 강남구 논현로 525, 한국문화콘텐츠진흥원 (역삼동)",02-2016-4192,4층 휴게실,라디안,한국콘텐츠진흥원역삼분원,127.0353794,37.50325469
CU-SP1 Plus,61,20,신**,010********,서울특별시 강남구 강남대로118길 30 (논현동),02-3442-8742,세븐일레븐 편의점 내,씨유메디칼,세븐일레븐논현한바위점,127.0257676,37.50685922
CU-SP1 Plus,61,23,신**,010********,서울특별시 강남구 강남대로102길 11 (역삼동),02-3442-8742,세븐일레븐 편의점 내,씨유메디칼,세븐일레븐역삼8호점,127.0267342,37.50192915
NT-381.O,45,44,이**,02-*******,"서울특별시 중구 을지로15길 31, 힐스테이트세운센트럴 1단지 (입정동)",02-2273-1981,1층방재실 앞,나눔테크,힐스테이트세운센트럴1단지,126.9931257,37.56809643
NT-381.O,45,44,이**,02-*******,"서울특별시 중구 을지로15길 31, 힐스테이트세운센트럴 1단지 (입정동)",02-2273-1981,1층방재실 앞,나눔테크,힐스테이트세운센트럴1단지,126.9931257,37.56809643
NT-381.O,45,44,이**,02-*******,"서울특별시 중구 을지로15길 31, 힐스테이트세운센트럴 1단지 (입정동)",02-2273-1981,101동 엘레베이터 홀,나눔테크,힐스테이트세운센트럴1단지,126.9931257,37.56809643
NT-381.O,45,44,이**,02-*******,"서울특별시 중구 을지로15길 31, 힐스테이트세운센트럴 1단지 (입정동)",02-2273-1981,101동 엘레베이터 홀,나눔테크,힐스테이트세운센트럴1단지,126.9931257,37.56809643
G1V11C00367,47,50,백**,02-*******,"서울특별시 성동구 왕십리광장로 9, 성동경찰서 (행당동)",02-2286-0260,유치장 내부,(주)씨유메디컬시스템,성동경찰서,127.0364562,37.56168483
CU-SP1 Plus,18,63,서**,02-******,"서울특별시 노원구 섬밭로 196 (하계동, 장미아파트)",29798514,관리동입구,(주)씨유메디칼시스템,하계장미아파트,127.0675443,37.63332695
CU-SP1 Plus,13,75,박**,02-*******,"서울특별시 도봉구 시루봉로 53, 학교법인세그루학원 (쌍문동)",02-993-1233,1층 중앙현관,㈜씨유메디칼,동북초등학교,127.0267031,37.65627502
CU-SP1,46,4,이**,010********,"서울특별시 중구 동호로15길 50, 동사무소어린이집 (신당동)",02-2232-6905,어린이집 현관,씨유메디칼,다산어린이집,127.0082945,37.55433289
CU-SP1 Plus,53,84,박**,010********,"서울특별시 강동구 천호옛12길 27 (성내동, 현대아파트)",02-474-7092,101동 출입구,㈜씨유메디칼시스템,성내현대아파트,127.1271458,37.53515427
CU-SP1,46,28,김**,010********,"서울특별시 중구 소파로2길 31, 사회복지법인남산원 (예장동)",02-752-9836,양호실,씨유메디칼,남산원,126.9893153,37.55789993
CU-SP1 Plus,52,79,윤**,010********,"서울특별시 강동구 동남로 832, 한영중.고등학교 (상일동)",02-6954-1718,1층 교무기획부 앞 복도 벽면,㈜씨유메디칼시스템,한영외국어고등학교,127.1569276,37.54908447
CU-SP1,46,8,김**,010********,"서울특별시 중구 다산로25길 6, 영도빌딩 (신당동)",02-2231-1949,3층 출입구,씨유메디칼,신당데이케어센터,127.0125837,37.55931187
CU-SP1 Plus,18,74,이**,02)*******,"서울특별시 노원구 월계로45가길 9, 염광중,고,메디텍고,유치원 (월계동)",02-906-1102,1층 중앙 현관,(주)씨유메디칼시스템,염광중학교,127.0492646,37.63028445
CU-SP1 Plus,13,18,이**,010********,"서울특별시 도봉구 도봉로 964-40, 도봉산역7호선 (도봉동)",02-6311-7101,1층 입구(2번출구 아이센터 옆),㈜씨유메디칼,7호선 도봉산역,127.0465288,37.68912056
CU-SP1,45,75,이**,010********,"서울특별시 중구 퇴계로 447 (황학동, 황학 아크로타워)",02-2231-7227,C동 관리사무소,씨유메디칼,국공립미담어린이집,127.0217218,37.56604198
CU-SP1,45,59,조**,02-*******,"서울특별시 중구 마른내로12길 17-19, 중구 직장어린이집 (충무로5가)",02-2261-3839,어린이집 1층 복도,씨유메디칼,중구청직장어린이집,127.0014776,37.56514605
CU-SP1 Plus,52,46,진**,02-*******,"서울특별시 강동구 구천면로 141, 천호2동자치회관 (천호동)",02-3449-7802,1층 현관문 정면 10미터,㈜씨유메디칼시스템,천호지구대,127.1207773,37.54257321
CU-SP1,45,74,황**,010********,"서울특별시 중구 난계로15길 23, 황학동어린이집 (황학동)",02-2234-6840,어린이집 1층 로비,씨유메디칼,국공립황학어린이집,127.022328,37.56877864
CU-SP1 Plus,14,6,강**,02-*******,서울특별시 도봉구 방학로 53 (방학동),02-6082-6793,센터 로비,㈜씨유메디칼,도봉중독관리통합지원센터,127.0463958,37.66253894
CU-SPRC,73,5,유**,010********,"서울특별시 영등포구 영중로 15, 타임스퀘어 (영등포동4가)",02-3468-1234,B2고객만족센터,씨유메디칼,이마트영등포점,126.903716,37.51723326
CU-SP1 Plus,18,32,정**,070********,"서울특별시 노원구 공릉로 257, 서울동산고등학교 (공릉동)",070-4614-5135,본관 1층 보건실 문 옆,(주)씨유메디칼시스템,서울동산고등학교,127.0739984,37.63077798
CU-SP1,45,93,김**,010********,"서울특별시 중구 동호로10길 30 (신당동, 약수하이츠)",02-2236-9121,입구,씨유메디칼,다솜어린이집,127.0163594,37.5551916
CU-SP1 Plus,83,89,허**,02-*******,"서울특별시 구로구 디지털로26길 61, 에이스하이엔드타워2차 (구로동)",02-6340-5555,1층 안내데스크,씨유메디칼시스템,에이스하이엔드타워2차,126.8953038,37.4811291
CU-SP1 Plus,82,71,김**,010********,"서울특별시 구로구 경인로20가길 5, 하늘쉼빌딩 5층 (오류동)",02-6952-7056,정문 입구 옆,씨유메디칼시스템,구로구치매안심센터분소,126.8441222,37.49545175
CU-SP1 Plus,83,50,한**,010********,"서울특별시 구로구 오류로 30 (천왕동, 천왕연지타운1단지)",02-2613-9880,경로당,씨유메디칼시스템,천왕연지타운1단지,126.8399921,37.48636795
I-PAD CU-SP1,44,10,이**,02-******,"서울특별시 용산구 독서당로11길 16, 시립용산노인종합복지관 1층 (한남동)",02-794-6100,복지관 정문 출입구,(주)씨유메디칼시스템,시립용산노인종합복지관,127.006498,37.53133868
CU-SP1 Plus,27,34,김**,010********,"서울특별시 성북구 동소문로44길 44-1, 성북구견인보관소 사무실 (하월곡동)",02-6925-2004,견인차량보관소 사무실,(주)씨유메디칼시스템,성북구도시관리공단견인차량보관소,127.0303205,37.60608886
I-PAD CU-SP1,43,23,김**,02-*******,"서울특별시 용산구 한강대로 지하392, 4호선 서울역 (동자동)",02-6110-4261,상선 8-1,(주)씨유메디칼시스템,4호선 서울4역,126.9728055,37.55320002
I-PAD CU-SP1 Plus,12,37,김**,070********,"서울특별시 강북구 월계로 61, 창문여자고등학교 (미아동)",7074577066,천보실 4층 3학년 교무실,씨유메디칼,창문여자고등학교,127.0359488,37.61281632
I-PAD CU-SP1 Plus,12,37,김**,070********,"서울특별시 강북구 월계로 61, 창문여자고등학교 (미아동)",7074577066,본관 1층 중앙복도,씨유메디칼,창문여자고등학교,127.0363285,37.61339734
I-PAD CU-SP1 Plus,12,37,김**,02-******,"서울특별시 강북구 월계로 61, 창문여자중학교 (미아동)",070-7457-7066,목서거 2층 206호 앞,씨유메디칼,창문여자중학교,127.0371835,37.61309074
I-PAD CU-SP1,43,23,김**,02-*******,"서울특별시 용산구 한강대로 지하392, 4호선 서울역 (동자동)",02-6110-4261,하선 8-3,(주)씨유메디칼시스템,4호선 서울4역,126.9728055,37.55320002
CU-SP1 Plus,27,23,전**,914****,"서울특별시 성북구 길음로 118 (길음동, 길음뉴타운)",02-914-4003,426동 1층 승강기 앞,(주)씨유메디칼,길음뉴타운e편한세상4단지아파트2,127.0178951,37.61285648
I-PAD CU-SP1,43,23,김**,02-*******,"서울특별시 용산구 한강대로 지하392, 4호선 서울역 (동자동)",02-6110-4261,외부환승통로,(주)씨유메디칼시스템,4호선 서울4역,126.9728055,37.55320002
I-PAD CU-SP1,43,23,김**,02-*******,"서울특별시 용산구 한강대로 지하392, 4호선 서울역 (동자동)",02-6110-4261,내부환승통로,(주)씨유메디칼시스템,4호선 서울4역,126.9728055,37.55320002
A15-G4,45,13,권**,010********,"서울특별시 중구 세종대로 55, 부영 태평빌딩 7층 (태평로2가)",02-6266-3851,7층 왼편 출입구 앞,메디아나,홈앤서비스(주),126.9749785,37.56161924
A15-G4,45,13,권**,010********,"서울특별시 중구 세종대로 55, 부영 태평빌딩 7층 (태평로2가)",02-6266-3851,7층 오른편 출입구 앞,메디아나,홈앤서비스(주),126.9749785,37.56161924
대한민국,43,23,김**,02-*******,"서울특별시 용산구 한강대로 지하392, 4호선 서울역 (동자동)",02-6110-4261,공항철도 환승통로,(주)씨유메디칼시스템,4호선 서울4역,126.9728055,37.55320002
CU-SP1 PLUS,75,31,김**,02-*******,"서울특별시 강서구 양천로61길 101, 강서구립가양도서관 (가양동)",02-3665-8797,1층 현관,씨유메디칼,강서구립가양도서관,126.8655599,37.55996013
CU-SP1 Plus,82,72,김**,010********,서울특별시 구로구 경인로20가길 38 오류문화센터 (오류동),02-2614-7962,2층 오류아트홀 로비,씨유메디칼시스템,구로문화재단오류문화센터,126.8460358,37.49535812
NT-381.0,85,21,서**,02-*******,"서울특별시 금천구 가산로5길 43, 금천구립가산도서관 (가산동)",865-6817,1층,나눔테크,금천구립가산도서관,126.8921298,37.47349155
CU-SP1 PLUS,86,53,강**,02-******,서울특별시 금천구 시흥대로18길 65-4 (시흥동),02-895-0911,박미사랑마을회관 1층 출입구,씨유메디컬시스템,박미사랑마을회관,126.9075272,37.4405653
CU-SP1 PLUS,86,42,김**,262*****,"서울특별시 금천구 은행나무로 45, 금천구마을공동체지원센터 (시흥동)",02-809-8826,출입구 왼쪽 중앙,씨유메디컬시스템,금천구마을공동체지원센터,126.9075068,37.45105155
CU-SP1 Plus,83,89,남**,02-*******,"서울특별시 구로구 디지털로26길 5, 에이스하이엔드타워1차 (구로동)",02-6220-2010,1층 로비,씨유메디칼시스템,에이스하이엔드타워1차,126.8934793,37.48161059
CU-SP1 Plus,13,5,김**,010********,"서울특별시 도봉구 도봉로169가길 52, 도봉동 노인복지센터 (도봉동)",02-3491-3356,1층 사랑방,씨유메디칼,도봉동어르신복지관,127.0435807,37.68212785
CU-SP1 PLUS,86,3,이**,02-******,"서울특별시 금천구 범안로 1212 (독산동, e편한세상 독산 더타워)",02-802-4041,102동1층 관리실 입구,씨유메디컬시스템,이편한세상독산더타워아파트,126.8962641,37.46603524
CU-SP1 PLUS,85,34,김**,02-******,"서울특별시 금천구 시흥대로139길 28, 복숭아마을회관 (독산동)",02-837-7080,1층 자판기 창고문 옆,씨유메디컬시스템,복숭아마을회관,126.8965618,37.47302239
CU-SP1 PLUS,86,32,고**,010********,"서울특별시 금천구 시흥대로59길 35 (시흥동, 남서울건영아파트)",02-802-8393,관리사무소,씨유메디컬시스템,남서울건영아파트,126.8986183,37.45293945
CU-SP1 Plus,53,0,은**,02-******,"서울특별시 강동구 천중로 253 (길동, 이편한세상강동에코포레)",02-470-1535,관리사무실 지하1층 좌측복도,㈜씨유메디칼시스템,강동에코포레아파트,127.1479462,37.54090932
CU-SP1 PLUS,86,32,이**,010********,"서울특별시 금천구 시흥대로59길 13, 2층 (시흥동, 백운플러스타워)",02-894-7700,북카페,씨유메디컬시스템,서울시지체장애인협회금천구지회,126.9000701,37.45331173
CU-SP1 PLUS,86,0,오**,02-******,"서울특별시 금천구 금하로1다길 16, 금하마을주민공동이용시설 (독산동)",02-897-1567,공유카페 1등,씨유메디컬시스템,금하마을회관,126.8914248,37.45298731
CU-SP1 Plus,13,13,이**,02-*******,"서울특별시 도봉구 도봉로173길 96, 도봉초등학교 (도봉동)",02-6011-3126,1층 중앙현관 옆,씨유메디칼,서울도봉초등학교,127.0425784,37.68675501
i-PAD CU-SP1 Plus,39,65,김**,070********,"서울특별시 마포구 성산로4길 35, 마포장애인종합복지관 (성산동)",070-7458-3235,1층 엘레베이터 옆,씨유메디칼시스템,마포장애인복지관,126.9088543,37.56378928
CU-SP1 PLUS,85,51,정**,861****,"서울특별시 금천구 문성로 62-15, 서울영남초등학교 (독산동)",8617147,1층현관,씨유메디컬시스템,서울영남초등학교,126.9104076,37.47694858
CU-SP1,70,30,김**,02-******,"서울특별시 동작구 사당로2가길 219, 사당5동 주민센터 (사당동)",28202789,민원실,씨유메디칼시스템,사당5동주민센터,126.9669792,37.48566276
CU-SP1 PLUS,56,61,양**,02-*******,"서울특별시 송파구 중대로25길 5, 오금동주민센터 (오금동)",02-2147-4284,청사정문입구,(주)씨유메디칼,오금동주민센터,127.1280831,37.50299026
CU-SP1 PLUS,56,99,이**,02-*******,"서울특별시 송파구 송파대로 지하257, 가락시장역 (가락동)",263118171,지하1층 8호선 아이센터 앞,(주)씨유메디칼,8호선 가락시장역,127.1184857,37.49274403
CU-SP1 PLUS,56,97,이**,02-*******,서울특별시 송파구 송파대로 383 (석촌동),263118130,지하2층 고객안전실앞,(주)씨유메디칼,8호선 몽촌토성역,127.1124299,37.51762363
NT-381.O,45,44,이**,02-*******,"서울특별시 중구 을지로15길 31, 힐스테이트세운센트럴 1단지 (입정동)",02-2273-1981,도시생활주택 엘레베이터 홀,나눔테크,힐스테이트세운센트럴1단지,126.9931257,37.56809643
NT-381.O,45,44,이**,02-*******,"서울특별시 중구 을지로15길 31, 힐스테이트세운센트럴 1단지 (입정동)",02-2273-1981,도시생활주택 엘레베이터 홀,나눔테크,힐스테이트세운센트럴1단지,126.9931257,37.56809643
CU-SP1 Plus,47,21,박**,010********,"서울특별시 성동구 금호로 172-1, 성수1가2동노인복지센터 대현분소 (금호동1가)",02-2282-4486,2층현관,(주)씨유메디컬시스템,구립성수1가2동노인복지관 대현분관,127.0210847,37.55718584
CU-SP1 Plus,47,92,신**,010********,"서울특별시 성동구 광나루로2길 35, 성수2가제3동주민센터 (성수동2가)",02-2286-7481,2층 사무실내,(주)씨유메디컬시스템,성수2가 제3동 주민센터,127.0552456,37.5482232
CU-SP1 Plus,47,4,한**,016*******,"서울특별시 성동구 청계천로 506, 성동종합사회복지관 (마장동)",02-2290-3100,본관 1층 출입구,(주)씨유메디컬시스템,성동장애인종합복지관,127.0334402,37.57022302
CU-SP1 Plus,48,0,정**,010********,"서울특별시 성동구 동일로43길 13, 송정동주민센터 (송정동)",02-2286-7501,복지팀 서류함 옆,(주)씨유메디컬시스템,송정동 주민센터,127.0695685,37.55453307
CU-SP1 Plus,47,80,최**,02-*******,"서울특별시 성동구 뚝섬로3길 18, 성수1가제1동주민센터 (성수동1가)",02-2286-7421,2층 서고 옆,(주)씨유메디컬시스템,성수1가 제1동 주민센터,127.0496885,37.54203238
CU-SP1 Plus,47,9,신**,02-*******,"서울특별시 성동구 왕십리로 326, 세신빌딩 1층 (도선동)",02-3284-8111,편의점 내부,(주)씨유메디컬시스템,세븐일레븐도선카페점,127.0338943,37.56272687
CU-SP1 Plus,47,63,신**,02-*******,"서울특별시 성동구 왕십리로 222, 한양대학교 학술정보관 앞 (사근동)",02-3284-8111,편의점 내부,(주)씨유메디컬시스템,세븐일레븐한양대정보관점,127.0466112,37.55450355
CU-SP1 Plus,86,55,김**,891****,"서울특별시 금천구 탑골로 84 (시흥동, 벽산3단지아파트)",8914797,관리사무소내,(주)씨유메디컬시스템,벽산타운3단지아파트,126.9174651,37.45301593
CU-SP1 Plus,47,59,이**,010********,"서울특별시 성동구 마조로11길 6, 마장국민체육센터 (마장동)",02-2204-7900,1층 사무실 옆,(주)씨유메디컬시스템,마장국민체육센터,127.04079,37.56213021
CU-SP1 Plus,85,2,신**,02-*******,"서울특별시 금천구 가산디지털1로 222, 한국후지필름 복합주거시설 1층 근생3호 (가산동)",02-3284-8111,편의점 내,(주)씨유메디컬시스템,세븐일레븐가산후지필름점,126.8801115,37.48501333
CU-SP1 Plus,47,45,임**,010********,"서울특별시 성동구 고산자로10길 18, 행당제1동주민센터 (행당동)",02-2286-7281,민원실,(주)씨유메디컬시스템,행당 제1동 주민센터,127.0361515,37.55850972
CU-SP1 Plus,85,79,신**,02-*******,서울특별시 금천구 시흥대로116길 2 (독산동),02-3284-8111,편의점 내(독산점),(주)씨유메디컬시스템,세븐일레븐독산점,126.8988891,37.46806858
CU-SP1 Plus,47,21,백**,02-*******,"서울특별시 성동구 행당로 15, 금호1가동주민센터 (금호동1가)",02-2286-7341,2층 오른쪽 벽,(주)씨유메디컬시스템,금호1가동 주민센터,127.0216494,37.55485999
CU-SP1 Plus,47,0,최**,010********,"서울특별시 성동구 마장로 141, 왕십리도선동 주민센터 (상왕십리동)",02-2286-7201,2층,(주)씨유메디컬시스템,왕십리도선동 주민센터,127.0255294,37.56787474
NT-381.C,73,15,정**,842****,"서울특별시 영등포구 신길로60다길 16, 신길지구대 (신길동)",02-2118-9042,신길지구대내부,나눔테크,신길지구대(영등포),126.9265078,37.51297212
CU-SP1 Plus,14,0,김**,02-******,"서울특별시 도봉구 해등로16길 81, 창동초등학교 (창동)",02-993-8102,본관1층 교장실 앞,㈜씨유메디칼,서울창동초등학교,127.0448329,37.65536304
CU-SP1 Plus,13,64,오**,02-******,"서울특별시 도봉구 해등로32길 11, 서울초당초등학교 (방학동)",02-956-1561,1층 중앙현관,㈜씨유메디칼,서울초당초등학교,127.0219562,37.65862783
NT-381.C,74,30,박**,833****,"서울특별시 영등포구 대방천로 195, 신풍지구대 (신길동)",02-2118-9032,신풍지구대내부,나눔테크,신풍지구대(영등포),126.9127868,37.49908956
CU-SP1 Plus,18,11,김**,010********,"서울특별시 노원구 공릉로 232, 서울과학기술대학교 (공릉동)",02-970-6117,체육관 경비실,(주)씨유메디칼시스템,서울과학기술대학교,127.0795261,37.62915693
CU-SP1 Plus,13,82,전**,010********,"서울특별시 도봉구 시루봉로 94, 방학3동주민센터 (방학동)",02-2091-5667,1층 민원실,㈜씨유메디칼,방학3동주민센터,127.0280107,37.65917578
NT-381.C,74,19,최**,010********,"서울특별시 영등포구 디지털로37나길 21, 3층 (대림동)",02-2133-2944,서남센터 내부,나눔테크,서울디지털동행플라자서남센터,126.8999422,37.49160806
NT-381.C,73,99,박**,832*****,"서울특별시 영등포구 신길로23길 12, 신길5치안센터 (신길동)",02-2118-9038,청소년경찰학교,나눔테크,청소년경찰학교,126.9077717,37.5006636
CU-SP1 Plus,17,95,김**,02-*******,"서울특별시 노원구 화랑로 815, 삼육대학교 (공릉동)",02-3399-3182,보건실 앞,(주)씨유메디칼시스템,삼육대학교,127.1088503,37.64335737
CU-SP1 Plus,17,95,김**,02-*******,"서울특별시 노원구 화랑로 815, 삼육대학교 (공릉동)",02-3399-3182,수영장 앞,(주)씨유메디칼시스템,삼육대학교,127.1088503,37.64335737
NT-381.C,74,12,이**,848****,서울특별시 영등포구 가마산로 334 (대림동),02-2118-9082,대림3파출소내부,나눔테크,대림3파출소(영등포),126.8966375,37.49900311
CU-SP1 PLUS,79,49,조**,02-*******,"서울특별시 양천구 목동중앙북로8길 104, 목동종합사회복지회관 (목동)",02-2651-2332,2층복도,씨유메디칼시스템,목동종합사회복지관,126.8663764,37.54424009
SP1-PLUS,79,58,최**,070********,"서울특별시 양천구 목동중앙남로 27, 강서고등학교.영도중학교 (목동)",02-2643-0242,교무실,씨유메디컬,영도중학교,126.8657711,37.53631557
CU-SP1 Plus,13,92,김**,010********,"서울특별시 도봉구 도봉로137길 21, 쌍문2동 주민센터 (쌍문동)",02-2091-5528,1층 행정민원실 입구,㈜씨유메디칼,쌍문2동주민센터,127.0397102,37.65990384
CU SP1-PLUS,77,5,진**,010********,"서울특별시 강서구 강서로 231, 101동 2층 (화곡동, 우장산역 해링턴 타워)",02-2602-5650,오픈스페이스,씨유메디칼,서울청년센터강서,126.8361177,37.54624481
CU-SP1,45,96,황**,010********,"서울특별시 중구 다산로8길 32, 대한예수교장로회약수교회 (신당동)",02-2233-5131,2층 복도,씨유메디칼,약수교회어린이집,127.0109232,37.55254906
CU SP1-PLUS,76,84,남**,02-*******,"서울특별시 강서구 우장산로 72-1, 우장근린공원 힐링체험센터 (화곡동)",02-2605-0959,힐링체험센터 내부,씨유메디칼,우장산근린공원힐링체험센터,126.8436566,37.55280222
SP1-PLUS,80,13,이**,02-*******,"서울특별시 양천구 목동동로 159, 양천해누리복지관 (신정동)",02-2061-2500,지하2층 수중활동실 입구,㈜씨유메디칼시스템,양천해누리복지관,126.8699093,37.51989008
CU-SP1,70,75,안**,02-******,"서울특별시 동작구 사당로2길 2-19, 상현중학교 (상도동)",02-815-5375,본관 1층,씨유메디칼시스템,상현중학교,126.9606077,37.49415578
